Content,EventTemplate
[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] Took 0.52 seconds to deallocate network for instance.,[instance: <*>] Took <*> seconds to deallocate network for instance.
Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Unknown base file: <*>
Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removable base files: <*>
Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removing base or swap file: <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1034541","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event
"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0886950","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.5442920","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1878400","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU","[instance: <*>] Attempting claim: memory <*>, disk <*>, vcpus <*> CPU"
"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Total memory: 64172 MB, used: 512.00 MB","[instance: <*>] Total memory: <*>, used: <*>"
"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] memory limit: 96258.00 MB, free: 95746.00 MB","[instance: <*>] memory limit: <*>, free: <*>"
"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Total disk: 15 GB, used: 0.00 GB","[instance: <*>] Total disk: <*>, used: <*>"
"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] disk limit not specified, defaulting to unlimited","[instance: <*>] disk limit not specified, defaulting to unlimited"
"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Total vcpu: 16 VCPU, used: 0.00 VCPU","[instance: <*>] Total vcpu: <*> VCPU, used: <*> VCPU"
"[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited"
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Claim successful,[instance: <*>] Claim successful
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1955159","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
Auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,Auditing locally available compute resources for node <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/b562ef10-ba2d-48ae-bf4a-18666cba4a51 HTTP/1.1"" status: 200 len: 1708 time: 0.2013841","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"Total usable vcpus: 16, total allocated vcpus: 1","Total usable vcpus: <*>, total allocated vcpus: <*>"
Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=2560MB phys_disk=15GB used_disk=20GB total_vcpus=16 used_vcpus=1 pci_stats=[],Final resource view: name=<*> phys_ram=<*> used_ram=<*> phys_disk=<*> used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=<*>
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Creating image,[instance: <*>] Creating image
Compute_service record updated for cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us:cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,Compute_service record updated for <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2633560","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] VM Stopped (Lifecycle Event),[instance: <*>] VM Stopped (Lifecycle Event)
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2561328","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2740800","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2638359","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2793601","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2611539","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2773159","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2688291","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2706490","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2866180","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2673891","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2630482","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2733018","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2652190","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2491391","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2543209","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] VM Started (Lifecycle Event),[instance: <*>] VM Started (Lifecycle Event)
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] VM Paused (Lifecycle Event),[instance: <*>] VM Paused (Lifecycle Event)
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] During sync_power_state the instance has a pending task (spawning). Skip.,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2777491","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2589149","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3592770","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2463491","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2825699","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2592661","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4467819","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2577350","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
Creating event network-vif-plugged:d1ce4c5a-2811-41c3-8a5a-39f9e6defcb8 for instance b562ef10-ba2d-48ae-bf4a-18666cba4a51,Creating event network-vif-plugged:<*> for instance <*>
"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.1043310","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] VM Resumed (Lifecycle Event),[instance: <*>] VM Resumed (Lifecycle Event)
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Instance spawned successfully.,[instance: <*>] Instance spawned successfully.
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Took 19.37 seconds to spawn the instance on the hypervisor.,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] During sync_power_state the instance has a pending task (spawning). Skip.,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] VM Resumed (Lifecycle Event),[instance: <*>] VM Resumed (Lifecycle Event)
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Took 20.14 seconds to build instance.,[instance: <*>] Took <*> seconds to build instance.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2870619","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2505140","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: <*>
"10.11.21.124,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2212229","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.124,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2249990","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.124,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.0006270","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.124,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.0007789","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.124,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0010281","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/b562ef10-ba2d-48ae-bf4a-18666cba4a51 HTTP/1.1"" status: 204 len: 203 time: 0.2582572","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Terminating instance,[instance: <*>] Terminating instance
"10.11.21.124,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2326000","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Instance destroyed successfully.,[instance: <*>] Instance destroyed successfully.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2677610","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: <*>
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Deleting instance files /var/lib/nova/instances/b562ef10-ba2d-48ae-bf4a-18666cba4a51_del,[instance: <*>] Deleting instance files <*>
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Deletion of /var/lib/nova/instances/b562ef10-ba2d-48ae-bf4a-18666cba4a51_del complete,[instance: <*>-ba2d-<*>-bf4a-<*>] Deletion of <*> complete
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Took 1.05 seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.2106130","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Took 0.45 seconds to deallocate network for instance.,[instance: <*>] Took <*> seconds to deallocate network for instance.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0977290","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event
"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.1146111","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Unknown base file: <*>
Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removable base files: <*>
Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Base or swap file too young to remove: <*>
Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Unknown base file: <*>
Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removable base files: <*>
Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removing base or swap file: <*>
"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.4586949","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.2041020","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU","[instance: <*>] Attempting claim: memory <*>, disk <*>, vcpus <*> CPU"
"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Total memory: 64172 MB, used: 512.00 MB","[instance: <*>] Total memory: <*>, used: <*>"
"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] memory limit: 96258.00 MB, free: 95746.00 MB","[instance: <*>] memory limit: <*>, free: <*>"
"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Total disk: 15 GB, used: 0.00 GB","[instance: <*>] Total disk: <*>, used: <*>"
"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] disk limit not specified, defaulting to unlimited","[instance: <*>] disk limit not specified, defaulting to unlimited"
"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Total vcpu: 16 VCPU, used: 0.00 VCPU","[instance: <*>] Total vcpu: <*> VCPU, used: <*> VCPU"
"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited"
[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Claim successful,[instance: <*>] Claim successful
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1767941","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/78dc1847-8848-49cc-933e-9239b12c9dcf HTTP/1.1"" status: 200 len: 1708 time: 0.1951439","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Creating image,[instance: <*>] Creating image
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2754171","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2773421","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] VM Stopped (Lifecycle Event),[instance: <*>] VM Stopped (Lifecycle Event)
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2794621","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2469411","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2686541","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2569268","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2497211","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2322080","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2648559","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2567871","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2612560","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2585540","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2649550","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2747011","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
